name,handedness,height,weight,avg,HR
Jim Manning,R,73,185,0,0
Mike Strahler,R,76,180,0.2,0
Luis Pineda,R,73,160,0,0
Carl Holling,R,73,172,0.26,0
George Trenwith,, , ,0.2,0
George Sherrill,L,72,230,0,0
Brian Gordon,L,72,190,0,0
Sil Campusano,R,72,160,0.202,5
Chris Cron,R,74,200,0.08,0
Vladimir Guerrero,R,75,235,0.318,449
Matt Broderick,R,66,135,0,0
Harry Marnie,R,73,178,0.221,0
Frank Whitman,R,74,175,0.045,0
Ryan Snare,L,72,190,0,0
Joe Bennett,R,69,168,0,0
Joel Bennett,R,73,160,0,0
Michael McKenry,R,70,200,0.223,17
Fran Mullins,R,72,180,0.203,2
Steve Staggs,R,69,150,0.255,2
Elmer Koestner,R,73,175,0.315,0
Pat McGlothin,L,75,180,0,0
Pat Caraway,L,76,175,0.178,0
Bonnie Hollingsworth,R,70,170,0.097,0
Julio Zuleta,R,78,230,0.247,9
Rich Monteleone,R,74,205,0,0
Al Bridwell,L,69,170,0.255,2
Gary Thurman,R,70,170,0.243,2
Fred Glade,R,70,175,0.15,0
Stu Martin,L,72,155,0.268,16
Cy Seymour,L,72,200,0.303,52
Glenn Sutko,R,75,225,0.091,0
Walker Cooper,R,75,210,0.285,173
Heinie Schuble,R,69,152,0.251,11
Herb Worth,, , ,0.2,0
Mike Gallego,R,68,160,0.239,42
John Ennis,R,77,220,0.25,0
Jim Wright,R,77,205,0,0
Jim Wright,R,73,165,0,0
Jim Wright,R,74,195,0,0
Bengie Molina,R,71,225,0.274,144
Sam Frock,R,72,168,0.171,0
Danny Heep,L,71,185,0.257,30
Adam Comorosky,R,70,167,0.285,28
Billy Wagner,L,70,180,0.1,0
Bill Wagner,R,72,187,0.207,1
Pete McBride,R,70,170,0.241,1
Sam Freeman,R,71,170,0,0
Ted Menze,R,69,172,0,0
Wallace Johnson,B,72,173,0.255,5
George Boone,, , ,0.333,0
Joe Regan,R,73, ,0.2,0
Fred Odwell,L,69,160,0.258,10
Roy Hansen,R,72,165,0,0
Ron Hansen,R,75,190,0.234,106
Chad Bettis,R,73,200,0,0
Buster Chatham,R,65,150,0.263,6
Bud Bates,R,72,165,0.259,1
Scott Davison,R,72,190,0,0
Gussie Gannon,L,71,154,0,0
Gordie Richardson,R,72,185,0.048,0
Wally Holborow,R,71,187,0.333,0
Ben Tincup,L,73,180,0.135,0
Ryan Garko,R,74,225,0.275,55
Will Sawyer,L, , ,0.021,0
Pete Turgeon,R,66,145,0.167,0
Alex Escobar,R,73,215,0.258,13
Clyde Beck,R,70,176,0.232,12
Tommy Vereker,,70,185,0,0
Jim Sheehan,R,74,196,0,0
Colin Curtis,L,73,200,0.186,1
Dick Padden,R,70,165,0.258,11
Gene Dale,R,75,179,0.223,0
Jim Boyle,R,72,180,0,0
Elmer Foster,R,70,178,0.187,6
Mike Welday,L,68,165,0.202,0
Marv Grissom,R,75,190,0.122,0
Harry Eisenstat,L,71,185,0.211,0
Marquis Grissom,R,71,190,0.272,227
Dick Cox,R,67,158,0.314,8
David Clyde,L,73,180,0,0
Alex Hardy,R,70,164,0.2,0
Duane Wilson,L,73,185,0,0
Matt Watson,L,71,205,0.188,1
John Buck,R,75,230,0.234,133
Yoel Hernandez,R,74,210,0,0
Chris Owings,R,70,180,0.291,0
Jeff Tesreau,R,74,218,0.216,2
Casey Daigle,R,77,230,0.111,0
Al Orth,L,72,200,0.273,12
Homer Bush,R,70,180,0.285,11
Bill Phillips,R,71,180,0.224,0
Chick Holmes,, , ,0,0
Mike Kinnunen,L,73,185,0,0
Eddie Leon,R,72,170,0.236,24
Greg Gohr,R,75,205,0,0
Wid Conroy,R,69,158,0.248,22
Ed Greer,R, , ,0.215,3
Rudy Leopold,L,72,160,0,0
Brad Radke,R,74,180,0.103,0
Snake Deal,R,72,164,0.208,0
Tom Dougherty,L,71,195,0,0
Logan Easley,R,73,185,0,0
Nelson Norman,B,74,160,0.221,0
Tom Kramer,B,72,185,0,0
John Lackey,R,78,245,0.093,0
Dave Rajsich,L,77,175,0,0
Cal Cooper,R,74,180,0,0
Brian Keyser,R,73,180,0,0
Vicente Romo,R,73,180,0.149,1
Fred Warner,,67,155,0.234,1
John Kiely,R,75,210,0,0
Mike Maroth,L,72,190,0.233,0
Dean Stone,L,76,205,0.088,1
Willie Jones,R,73,188,0.258,190
Eric O'Flaherty,L,74,220,0,0
Jim Slaton,R,72,185,0.105,0
Joe Bush,R,69,173,0.253,7
Wade Davis,R,77,220,0.25,0
Franklyn German,R,78,245,0,0
Tom Gorzelanny,L,74,205,0.093,0
Joe Cassidy,R, , ,0.228,2
John Cassidy,R,68,168,0.246,5
Jim Wohlford,R,71,175,0.26,21
Kevin Flora,R,72,180,0.202,2
Wid Matthews,L,68,155,0.284,1
William Matthews,, , ,0,0
Joe Burns,R,72,175,0.105,0
Joe Burns,R,70,175,0.23,2
Joe Burns,L,71,170,0.429,0
Joe Hesketh,R,74,170,0.07,0
Bill Lee,R,75,195,0.168,5
Bill Lee,L,75,205,0.208,2
Billy Lee,R,69,165,0.186,0
Charlie Young,B,70,155,0.222,0
Chick Hafey,R,72,185,0.317,164
Chris Young,R,82,280,0.144,1
Chris Young,R,74,200,0.235,144
Sap Randall,B,71,195,0,0
Norm Lehr,R,72,168,0,0
Red Marion,R,74,175,0.179,1
Dan Bankhead,R,73,184,0.222,1
Sam Dente,R,71,175,0.252,4
Harry Ely,, , ,0,0
Merl Combs,L,72,172,0.202,2
Tom Robson,R,75,215,0.208,0
Corey Lee,L,74,180,0,0
Marty Clary,R,76,190,0.083,0
Ray Schalk,R,69,165,0.253,11
J.R. Richard,R,80,222,0.168,10
Bernie Duffy,R,71,180,0.25,0
Red Torkelson,R,72,175,0.222,0
J.J. Furmaniak,R,72,190,0.186,0
Jerry Denny,R,71,180,0.26,74
Max Surkont,R,73,195,0.176,1
Oliver Hill,L,71,178,0.5,0
Paul Penson,R,73,185,0,0
Palmer Hildebrand,R,70,170,0.164,0
Clay Parker,R,73,185,0,0
Donaldo Mendez,R,73,155,0.183,3
James Parr,R,73,205,0.222,0
Eric Cyr,R,76,200,0,0
Henry Boyle,,73,165,0.219,10
Jeff Niemann,R,81,260,0.077,0
Rick Langford,R,72,180,0.167,0
Monte Weaver,L,72,170,0.209,0
Tim Kubinski,L,76,205,0,0
Jose Capellan,R,76,245,0,0
Charlie Eakle,, , ,0.286,0
Mark Portugal,R,72,170,0.198,2
Brad Eldred,R,77,290,0.203,15
Bob Caruthers,L,67,138,0.282,29
Toby Hall,R,74,255,0.262,46
Christian Friedrich,R,76,215,0.08,0
Russ Lyon,R,73,230,0.182,0
Randy Niemann,L,76,200,0.267,0
Tom Phoebus,R,68,185,0.17,2
Aramis Ramirez,R,73,215,0.285,354
Matt Fox,R,74,195,0,0
Duane Pillette,R,75,195,0.14,1
Jorge De Leon,R,72,185,0,0
Jose DeLeon,R,75,210,0.091,0
Edwards Guzman,L,71,200,0.228,4
Esty Chaney,R,71,170,0,0
Anthony Bass,R,74,190,0.105,0
Bill Voss,L,74,160,0.227,19
Bob Keating,L,76,190,0.25,0
Dave Liddell,R,72,190,1,0
Ambrose Puttmann,,76,185,0.286,0
Bill Blair,L,68,172,0.308,0
Larry Cheney,R,73,185,0.186,1
Charlie Hanford,R,66,145,0.28,12
Dennis Kinney,L,73,175,0.071,0
Aaron Pointer,R,74,185,0.208,2
Steven Jackson,R,77,230,0,0
Tom Herr,B,72,175,0.271,28
Maury Wills,B,71,170,0.281,20
Rube DeGroff,L,71,190,0.233,0
Guy Bush,R,72,175,0.161,0
Pat Strange,R,77,243,0,0
Keith Moreland,R,72,190,0.279,121
Scott Ruskin,R,74,185,0.154,0
John Ryan,, , ,0.08,0
Epp Sell,R,72,175,0.211,0
Jeff Juden,R,79,245,0.109,1
Donie Bush,B,66,140,0.25,9
Ivy Griffin,L,71,180,0.257,0
Brent Morel,R,74,220,0.229,13
Matt Clement,R,75,190,0.095,0
Jean Machi,R,72,260,0,0
Boss Schmidt,B,71,200,0.243,3
Bob Schmidt,R,74,205,0.243,39
Clayton Kershaw,L,75,225,0.154,1
Ramon Pena,R,70,155,0,0
Alex Johnson,R,72,205,0.288,78
Alan Johnson,R,73,180,0,0
Ramiro Pena,B,71,165,0.244,5
Eddie Cicotte,B,69,175,0.186,0
Alonzo Powell,R,74,190,0.211,3
Roy Meeker,L,69,175,0.19,0
Randy Gumpert,R,75,185,0.182,0
Rasty Wright,R,71,160,0.195,0
Rasty Wright,L,73,185,0.282,0
Sherman Jones,L,76,205,0.28,0
Erskine Thomason,R,73,190,0,0
Alex Beam,, , ,0.167,0
Sam Harshany,R,72,180,0.238,0
Tony Cusick,R,69,190,0.193,0
Rinty Monahan,R,73,195,0,0
Alex Metzler,L,69,167,0.285,9
John Gallagher,R,70,156,0.198,0
Denny O'Neil,L,74,200,0.12,0
John Candelaria,L,79,205,0.174,1
Joe Gallagher,R,74,210,0.273,16
Brad Moore,R,73,185,0,0
George Bird,R,69,150,0.264,0
John Urrea,R,75,200,0.162,0
Johnny Callison,L,70,175,0.264,226
Ozzie Timmons,R,74,205,0.235,20
Wayne Krenchicki,L,73,180,0.266,15
Jose Ascanio,R,71,200,0,0
Jack Mills,L,72,165,0.294,0
Derek Wallace,R,75,200,0,0
Weldon Wyckoff,R,73,175,0.149,1
Chico Escarrega,R,71,185,0,0
Ron Northey,L,70,195,0.276,108
Sean Doolittle,L,75,210,0,0
Jim Lentine,R,72,175,0.263,1
Terrence Long,L,73,190,0.269,69
Dan Jessee,L,70,165,0,0
Butch Alberts,R,74,205,0.278,0
Sam Jethroe,B,73,178,0.261,49
Matt Anderson,R,76,200,0,0
Mike Bell,R,74,195,0.222,2
Jack Lewis,R,68,158,0.247,1
Heath Phillips,L,75,275,0,0
Red Woodhead,,66,160,0.154,0
Jeff Ball,R,70,185,0.25,0
Hi Ladd,L,76,180,0.2,0
Doc Wood,R,70,150,0.333,0
Jason Romano,R,72,185,0.204,2
Don Bosch,B,70,160,0.164,4
Jose Offerman,B,72,150,0.273,57
Brian Powell,R,74,205,0.143,0
Cha Seung Baek,R,76,225,0.167,1
Pedro Castellano,R,67,165,0.161,3
Oscar Henriquez,R,78,220,0,0
Jack Ridgway,L,71,174,0,0
Gary Serum,R,73,180,0,0
Lev Shreve,R,71,150,0.195,0
Jonathan Sanchez,L,74,190,0.115,0
Edgar Renteria,R,73,200,0.286,140
Earl Rapp,L,74,185,0.262,2
Mark Fidrych,R,75,175,0,0
Red Bittman,,69,180,0.286,0
Jim Kremmel,L,72,175,0,0
Dave Rosello,R,71,160,0.236,10
Craig House,R,74,210,0,0
Ralph Bell,L,71,170,0,0
Lenny Harris,L,70,195,0.269,37
Brian Brady,L,71,185,0.5,0
Zach Walters,B,74,220,0.375,0
Steve Stone,R,70,175,0.1,0
 Shaffer,, , ,0,0
Harry Perkowski,L,74,196,0.18,1
Don Buddin,R,71,178,0.241,41
Vincent Maney,R,72,175,0,0
Jordan Brown,L,72,205,0.225,0
Ryan Wagner,R,76,210,0.25,0
Connor Robertson,R,74,225,0,0
Pete Woodruff,R, , ,0.246,2
Del Wilber,R,75,200,0.242,19
Pedro Astacio,R,74,174,0.133,0
Luis Ordaz,R,71,170,0.218,0
Red Smyth,L,69,152,0.191,0
Phil Plantier,L,72,175,0.243,91
Cardell Camper,R,75,208,0,0
Paul Schaal,R,71,165,0.244,57
Phil Cooney,L,68,155,0,0
Cecil Butler,R,76,195,0,0
Willy Taveras,R,72,180,0.274,8
Pete Cote,R,66,148,0,0
Ed Sicking,R,69,165,0.226,0
Jerry Browne,B,70,140,0.271,23
Rick VandenHurk,R,77,215,0.021,0
Nick Koback,R,72,187,0.121,0
Curt Simmons,L,71,175,0.171,1
Lou Galvin,, , ,0.222,0
Tito Landrum,R,71,175,0.249,13
J.D. Smart,R,74,185,0,0
Fred Fussell,L,70,155,0.15,2
Whitey Alperman,R,70,180,0.237,7
Ed Whiting,L, ,188,0.255,2
Chuck Templeton,R,75,210,0,0
Leo Taylor,R,70,150,0,0
Mike Baxes,R,70,175,0.217,1
Oscar Brown,R,72,175,0.244,4
Greg Heydeman,R,72,180,0,0
Luther Hackman,R,76,195,0.083,0
Red Rolfe,L,71,170,0.289,69
Bill Warwick,R,72,180,0.304,1
Ray Goolsby,R,73,185,0,0
Bryan Corey,R,73,170,0,0
Sean Tracey,L,75,210,0,0
Al McCauley,L,72,180,0.251,2
George Moolic,R,67,145,0.143,0
Travis Hughes,R,77,230,1,0
Mule Watson,R,73,185,0.165,2
Konrad Schmidt,R,72,225,0.067,0
Cy Alberts,R,72,230,0,0
Harry Wolter,L,70,175,0.27,12
Pete LePine,L,70,142,0.208,1
Lester Oliveros,R,72,225,0,0
Rob Richie,L,74,190,0.265,1
Larry French,R,73,195,0.188,1
Jason Ellison,R,70,180,0.251,8
Mike Gallo,L,72,170,0,0
 Collins,, , ,0,0
Dave Edwards,R,72,170,0.237,14
Bob Mabe,R,71,165,0.032,0
Lum Harris,R,73,180,0.19,1
Joe Gedeon,R,72,167,0.244,1
Frank Reberger,L,77,200,0.23,0
Arlie Latham,R,68,150,0.269,27
Bill Abernathie,R,70,190,0,0
Artie Clarke,R,68,155,0.214,0
Doug Brady,B,71,165,0.19,0
Loren Bain,R,72,190,0.333,0
 Murphy,, , ,0,0
Derek Bell,R,74,200,0.276,134
Brett Marshall,R,73,195,0,0
J. O'Neill,, , ,0.077,0
Mario Guerrero,R,70,155,0.257,7
John Greening,, , ,0,0
Hank Patterson,R,71,170,0,0
Lew Moren,R,71,150,0.134,0
Dallas Bradshaw,L,67,145,0,0
Bob Williams,R,72,190,0.164,0
Guy Cooper,B,73,185,0,0
George Bechtel,,71,165,0.277,3
Hector Gimenez,B,70,225,0.216,2
Nap Kloza,R,71,180,0.15,0
Tom Tresh,B,73,180,0.245,153
Ed Kusel,,72,165,0.3,0
Ducky Holmes,R,70,160,0.185,0
Ducky Holmes,L,66,170,0.282,17
Greg Myers,L,73,200,0.255,87
Hank Gastright,R,74,190,0.186,0
Bill Bell,R,75,200,0,0
Joe Hudson,R,73,173,0,0
Ken Frailing,L,72,190,0.22,0
Mike McDermott,,68,145,0.217,0
Mickey McDermott,L,74,170,0.252,9
Mike McDermott,,70,152,0.182,0
Mike Tresh,R,71,170,0.249,2
Don Schulze,R,75,215,0,0
Scott Chiamparino,R,74,190,0,0
Rich Hill,L,76,185,0.123,0
Neal Watlington,L,72,195,0.159,0
Van Kelly,L,71,180,0.221,4
Anse Moore,L,73,190,0.209,1
Travis Dawkins,R,73,180,0.163,0
Mike Overy,R,74,190,0,0
David Holdridge,R,75,190,0,0
Freddy Spurgeon,R,71,160,0.285,1
Claude Wilborn,L,73,180,0,0
John Radcliffe,,66,140,0.282,2
Don Williams,R,74,180,0.25,0
Claude Davenport,R,78,193,0,0
Jim Connor,R,70,179,0.233,3
Bob Kline,R,75,200,0.202,0
Bobby Kline,R,72,179,0.221,0
Chris Petersen,R,71,180,0.154,0
Luis Garcia,R,75,215,0.333,0
Van Snider,L,75,185,0.2,1
Chris Peters,L,73,162,0.218,0
Willie McCovey,L,76,198,0.27,521
Luis Garcia,R,74,215,0,0
Charlie Gorin,L,70,165,0,0
Jerry Nops,L,68,168,0.221,0
Bill McCloskey,,68,155,0.1,0
Pablo Torrealba,L,70,173,0.2,0
Joe Visner,L,71,180,0.261,12
Ron Roenicke,B,72,180,0.238,17
Bill Bordley,R,75,185,0.167,0
Luis Suarez,R,71,170,0,0
Harry Lunte,R,71,165,0.196,0
Hank Thompson,L,69,174,0.267,129
Lonnie Chisenhall,L,73,200,0.244,23
Jake Wade,L,74,175,0.167,0
Chappie Geygan,R,71,170,0.252,0
Corky Miller,R,73,245,0.193,11
Andy Kyle,L,68,160,0.333,0
Oreste Marrero,L,72,195,0.225,1
Jimmy Kremers,L,75,205,0.11,1
Allen Battle,R,72,170,0.23,1
Bert Hogg,R,71,162,0,0
Ron Lolich,R,73,185,0.211,4
Brian Edmondson,R,74,165,0.174,0
Tom Oran,, , ,0.185,0
Eric Anthony,L,74,195,0.231,78
Brandon Medders,R,73,195,0,0
Melido Perez,R,76,180,0,0
Hack Spencer,R,67,172,0,0
Felix Sanchez,R,75,180,0,0
Jack Wadsworth,L, ,180,0.229,0
Herman Layne,R,71,165,0,0
Kevin Ward,R,73,195,0.217,5
Ferd Eunick,R,66,148,0,0
George Heubel,,71,178,0.255,0
Doug Griffin,R,72,160,0.245,7
Steve Blass,R,72,165,0.172,1
Bill Childers,, , ,0,0
George Jeffcoat,R,71,175,0.128,0
Clay Timpner,L,74,195,0,0
George Lees,R,69,150,0.214,0
Karl Schnell,R,73,176,0.25,0
John Dailey,,67,145,0.178,0
Jerrie Moore,L,71,170,0.263,1
Placido Polanco,R,70,190,0.297,104
Bill Dillman,R,74,180,0.152,0
Charlie Puleo,R,74,190,0.144,1
Brian Slocum,R,76,200,0,0
Charlie Fitzberger,L,73,170,0.286,0
Sid Peterson,R,75,200,0,0
Ed Roetz,R,70,160,0.244,0
Billy Campbell,L,70,165,0.115,0
Bill Hayes,R,72,195,0.222,0
Bill Campbell,R,75,185,0.154,0
Vern Law,R,74,195,0.216,11
Pedro Florimon,B,74,180,0.219,10
Ernie Mason,,72,150,0.25,0
Charlie Fox,R,71,180,0.429,0
Scott Watkins,L,75,180,0,0
Harry Elliott,R,69,175,0.256,2
Dolly Stark,R,69,160,0.238,0
Al Libke,L,76,215,0.268,9
Johnnie LeMaster,R,74,165,0.222,22
Tom Stankard,R,72,190,0,0
Kent Greenfield,R,73,180,0.101,0
Ed Walsh,R,73,193,0.193,3
Jhonny Nunez,L,75,215,0,0
Craig Chamberlain,R,73,190,0,0
Dick Coffman,R,74,195,0.128,0
Joe Graves,R,70,160,0,0
Darin Ruf,R,75,220,0.257,17
Mike Regan,R,71,165,0.223,0
Bill Lefebvre,L,71,180,0.276,1
Dutch Rudolph,L,70,160,0.25,0
Kewpie Pennington,R,68,168,0,0
J.J. Davis,R,76,250,0.179,1
Dick Drott,R,72,185,0.168,0
Ted Cieslak,R,70,175,0.245,2
Brad Arnsberg,R,76,205,0,0
Gair Allie,R,73,190,0.199,3
Ed Chapman,B,73,185,0,0
Owen Friend,R,73,180,0.227,13
Bob Blaylock,R,73,185,0.083,0
Kirt Manwaring,R,71,185,0.246,21
Charlie Vinson,L,75,207,0.182,1
Michael Crotta,R,77,235,0,0
Ray Demmitt,L,68,170,0.257,8
Don Minnick,R,75,195,0,0
Drew Hall,L,76,220,0.062,0
Doug Drabek,R,73,185,0.166,2
Bobby Wheelock,R,68,160,0.235,3
Rip Cannell,L,70,180,0.242,0
Jeff Frye,R,69,180,0.29,16
Lou Klein,R,71,167,0.259,16
Bill Bagwell,L,73,175,0.294,2
Joe Shipley,R,76,210,0,0
Todd Belitz,L,73,218,0,0
Charlie Dewald,, , ,0.375,0
Ray Pierce,L,67,156,0.154,0
Nate Oliver,R,70,160,0.226,2
Jason Schmidt,R,77,185,0.106,7
Ray Sadecki,L,71,180,0.191,5
Norm Cash,L,72,185,0.271,377
Jarrod Dyson,L,69,160,0.251,3
Ray O'Brien,L,69,175,0.211,0
Mark DeRosa,R,73,205,0.268,100
Mark Ellis,R,71,195,0.265,105
Mike Aldrete,L,71,180,0.263,41
Dave Robinson,B,73,186,0.273,2
Butch Henline,R,70,175,0.291,40
Dizzy Sutherland,L,72,200,0,0
Deacon McGuire,R,73,185,0.278,45
Ned Crompton,L,70,175,0.154,0
Robert Perez,R,75,205,0.254,8
Josh Vitters,R,74,200,0.121,2
Avisail Garcia,R,76,240,0.289,7
Nick Goulish,L,73,179,0.25,0
John Morris,L,73,185,0.236,8
Hugh Casey,R,73,207,0.164,0
Nate Karns,R,75,230,0,0
Josh Fogg,R,72,205,0.119,0
Kirk Gibson,L,75,215,0.268,255
Charlie Wilson,B,70,178,0.215,2
Chris Hartje,R,70,165,0.312,0
Pete McShannic,B,67,160,0.194,0
Will Smalley,R, , ,0.209,0
Danny Perez,R,70,188,0,0
Ken Rudolph,R,73,180,0.213,6
Juan Gutierrez,R,75,210,0,0
Lee Quillen,R,70,165,0.2,0
Doggie Miller,R,66,145,0.267,33
Kaiser Wilhelm,R,72,162,0.154,0
Doc Miller,L,70,170,0.295,12
Sid Graves,R,72,170,0.25,0
Frank Drews,R,70,175,0.205,0
Engel Beltre,L,74,180,0.25,0
Brian Hunter,R,72,195,0.234,67
Johnny Mitchell,B,68,155,0.245,2
Dick Lanahan,L,72,186,0.119,0
Brian Hunter,R,76,180,0.264,25
Ivy Andrews,R,73,200,0.185,0
Wayne Nordhagen,R,74,205,0.282,39
Robin Yount,R,72,165,0.285,251
Jason Pridie,L,73,205,0.228,5
Charlie Frye,R,73,175,0.263,1
Steve Kline,R,75,200,0.124,0
Juan Eichelberger,R,74,195,0.103,0
Bob Pate,R,75,200,0.267,0
Bob Sprout,L,72,165,0,0
Snipe Conley,R,71,179,0.175,0
Ehire Adrianza,B,73,165,0.222,1
Jack Hamilton,R,72,200,0.107,1
John Miller,R,74,210,0.096,0
Joe Miller,R,69,165,0.214,1
Joe Miller,,70,169,0.139,0
Johnny Weekly,R,72,200,0.207,5
Jason Smith,L,75,195,0.212,17
Joe Millette,R,73,180,0.205,0
John Miller,R,71,195,0.164,2
Enrique Cruz,R,73,180,0.083,0
Jack Smith,R,72,185,0.167,0
Dave Barbee,R,71,178,0.246,6
Roland Howell,R,76,210,0,0
Lew Burdette,R,74,180,0.183,12
Eddie Watt,R,70,183,0.19,3
Ed Mierkowicz,R,76,205,0.175,1
Hector Rodriguez,R,68,165,0.265,1
Henry Rodriguez,L,73,180,0.259,160
Randy McGilberry,B,73,195,0,0
Jim McElroy,,70,170,0.14,0
Gordon Maltzberger,R,72,170,0.117,0
Lowell Palmer,R,73,190,0.122,1
Robin Roberts,B,72,190,0.167,5
Jim Spotts,R,70,175,0,0
Biff Pocoroba,B,70,175,0.257,21
Rafael Santo Domingo,B,72,160,0.167,0
Hugh Willingham,R,72,180,0.238,1
Buddy Napier,R,71,165,0.158,0
Mark Petkovsek,R,72,185,0.161,0
Gene Harris,R,71,190,0.167,0
Len Matuszek,L,74,190,0.234,30
Dan Schatzeder,L,72,185,0.24,5
Ted Wieand,R,74,195,0,0
Gene Lillard,R,70,178,0.182,0
Ike McAuley,B,69,150,0.246,0
Steve Schrenk,R,75,185,0,0
Red Ames,B,70,185,0.141,3
Carl Thomas,R,77,245,0.333,0
Duane Richards,R,75,200,0,0
Charlie Vaughan,R,73,185,0.25,0
Kevin Frederick,L,73,215,0,0
Randy Reese,R,71,180,0.281,14
David Lough,L,71,185,0.278,5
Harry McCluskey,L,71,173,0,0
Win Noyes,R,72,180,0.135,0
Hal McClure,R,72,165,0.333,0
Eli Marrero,R,73,180,0.243,66
Darby O'Brien,R,73,186,0.282,20
Tom Metcalf,R,74,174,0,0
Fred Anderson,R,74,180,0.131,0
Ed Doheny,L,70,165,0.198,3
Ray Benge,R,69,160,0.188,0
Hank Erickson,R,73,185,0.261,1
Hal Erickson,R,77,230,0,0
Jeff Abbott,R,74,190,0.263,18
Jerry Davie,R,72,180,0.4,0
Tim Hulett,R,72,185,0.249,48
Mickey Weston,R,73,180,0,0
Bill Travers,L,76,187,0,0
Casey Coleman,L,72,180,0.146,0
Rudy Kneisch,R,70,175,0,0
Leonys Martin,L,73,180,0.254,8
Justin Sellers,R,70,160,0.199,3
Wilton Veras,R,74,186,0.262,2
Ed Mars,,69,166,0.275,0
Brian Horwitz,R,73,185,0.222,2
Jeremy Jeffress,R,72,195,0,0
Al Lukens,,69,168,0,0
Brad Hennessey,R,74,195,0.227,2
Ed Seward,,67,175,0.174,9
Scott Erickson,R,76,220,0.114,0
Cliff Ross,L,76,195,0,0
Tony Cogan,L,74,205,0,0
Dave Tyriver,R,72,175,0,0
Cy Fried,L,71,150,0,0
Al Holland,R,71,207,0.083,0
Eric Raich,R,76,225,0,0
Ben Conroy,,66,136,0.171,0
Arnie Munoz,L,69,185,0,0
Jack McCandless,L,72,170,0.217,5
Frank Eufemia,R,71,185,0,0
Lon Ury,,72,168,0.143,0
Javier Lopez,L,76,225,0.091,0
Joe Lefebvre,L,70,170,0.258,31
Javy Lopez,R,75,185,0.287,260
Angel Salome,R,67,200,0,0
Frank DiPino,L,70,175,0.125,0
Lenny DiNardo,L,74,220,0.2,0
Jim Maloney,L,74,190,0.201,7
Dick Littlefield,L,72,180,0.145,0
Andre Robertson,R,70,155,0.251,5
Jerry Zimmerman,R,74,185,0.204,3
 Sullivan,, , ,0.375,0
Jack Lazorko,R,71,200,0,0
Ferdie Moore,,72,212,0.5,0
Phil Stremmel,R,72,175,0.071,0
Ned Garver,R,70,180,0.218,7
Danny Herrera,L,66,165,0,0
Bevo LeBourveau,L,71,175,0.275,11
Ron Law,R,74,165,0.143,0
Johnny Miljus,R,73,178,0.222,0
Tommy Reis,R,74,180,0,0
Stan Musial,L,72,175,0.331,475
John Tilley,R,67,154,0.138,0
Junior Felix,B,72,170,0.264,55
Tully Sparks,R,70,160,0.114,0
Dave Righetti,L,76,195,0.182,0
Larry Owen,R,71,185,0.193,8
Dave Vineyard,R,75,195,0.167,0
Arquimedez Pozo,R,70,160,0.189,1
Art Ditmar,R,74,185,0.178,2
Vince Shields,L,71,185,0.4,0
Mike Paxton,R,71,190,0,0
Ollie Fuhrman,B,71,185,0.333,0
Terry Forster,L,75,200,0.397,0
David Sanders,L,72,200,0,0
Ryan Long,R,74,215,0.222,0
Bud Tinning,B,71,198,0.177,0
Rene Lachemann,R,72,198,0.21,9
Steve Blateric,R,75,200,0,0
Frank Barron,L,73,175,0,0
Frank Barrows,, , ,0.151,0
Tom Lanning,L,73,165,1,0
Neftali Soto,R,73,215,0,0
Murray Wall,R,75,185,0.109,0
Bert Humphries,R,71,182,0.186,0
Eddie Booth,, , ,0.241,1
Dick Crutcher,R,69,148,0.164,0
Mack Allison,R,73,185,0.118,0
Chet Lemon,R,72,190,0.273,215
Jimmy Uchrinscko,L,72,180,0,0
Reddy Foster,,67,175,0,0
Homer Peel,R,69,170,0.238,2
Luis Martinez,R,72,210,0.182,1
Les Scarsella,L,71,185,0.284,6
Wilkin Ruan,R,72,170,0.231,0
Casey Candaele,B,69,160,0.25,11
Jack Hayden,L,69,170,0.251,1
Jose Reyes,B,73,200,0.292,102
Jose Reyes,B,72,225,0.2,0
Steve Finley,L,74,175,0.271,304
Jake Arrieta,R,76,225,0.12,0
Kirk Dressendorfer,R,71,180,0,0
Sean Mulligan,R,74,210,0,0
Chris Wakeland,L,72,185,0.25,2
Rickey Keeton,R,74,190,0,0
Jeff Pico,R,73,180,0.182,0
Barret Browning,L,74,205,0,0
John Farrell,R,70,160,0.261,4
Scott Brown,R,74,220,0,0
Mark Bradley,R,73,180,0.204,3
Luis Marte,R,71,200,0,0
Bill Hallman,R,68,160,0.272,21
Bill Hallman,L,68,165,0.235,3
Frank Murphy,R, , ,0.219,1
Babe Birrer,R,72,195,0.259,2
John Fluhrer,R,69,165,0.333,0
Harvey Branch,R,72,175,0,0
Steven Register,R,73,170,0,0
Seth Sigsby,,72,175,0,0
Eddie Miksis,R,72,185,0.236,44
Rube Oldring,R,70,186,0.27,27
Miguel Perez,R,75,235,0,0
Mike Perez,R,72,185,0,0
Charlie Hastings,,71,179,0.216,1
Sam Crawford,L,72,190,0.309,97
Lew Drill,R,66,186,0.258,2
Ed Cassian,,68,160,0.256,0
Reddy Grey,L,71,175,0.333,0
Justin De Fratus,B,76,220,0,0
John Buzhardt,R,74,195,0.135,0
Jim Beckman,R,70,172,0,0
Mike Hessman,R,77,215,0.188,14
Ed Giovanola,L,70,170,0.216,1
Craig Minetto,L,72,185,0,0
